Checksum Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
faef78eaed8483b6a38404b802012f5e;2024-01-05;2024-01-05;Operacao Simples;Crimes Fazendários;MS;SR/PF/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
112e76cf612d8ae6eef9f2209d199113;2024-01-05;2024-01-05;Operacao Simples;Crimes Fazendários;CE;SR/PF/CE;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
8ddf6a696422553d31ac246bbd40ab9a;2024-01-04;2024-01-04;Operacao Simples;Tráfico de Drogas;MS;SR/PF/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
2ac3b7cab1c0e974de23ced698378d78;2024-01-04;2024-01-04;Operacao Simples;Tráfico de Armas;SP;DPF/SOD/SP;Nao;;0;0;0;0;;;;21846.66;0;0;0;0;0;0;0;0;0;0
bb9a76a1b2fb764644d831cfb3393633;2024-01-04;2024-01-04;Operacao Especial;Crimes de Ódio e Pornografia Infantil;CE;SR/PF/CE;Nao;;0;1;0;1;;;;;0;0;0;0;0;0;0;0;0;0
3666b3f573ac3c96b69fee2e0e854960;2024-01-04;2024-01-04;Operacao Simples;Crimes de Ódio e Pornografia Infantil;CE;SR/PF/CE;Nao;;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
6f64640441c45818db312620080d5b69;2024-01-04;2024-01-04;Operacao de Apoio;Tráfico de Drogas;MA;SR/PF/MA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
ef6da4c34d44800ce3af5dca12233a27;2024-01-09;2024-01-04;Operacao Especial;Crimes de Ódio e Pornografia Infantil;MT;DPF/ROO/MT;Nao;;1;0;0;1;;;;;1;0;0;1;0;0;0;0;0;0
c927f954498df4af24ea6a8c07066df0;2024-01-03;2024-01-03;Operacao Simples;Crimes Fazendários;MS;DPF/DRS/MS;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
65f11885505de8a09952fb95503481ca;2024-01-02;2024-01-02;Operacao de Apoio;Crimes Ambientais e Contra o Patrimônio Cultural;MA;SR/PF/MA;Nao;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
